segment_id,hour_of_day,day_of_week,weather,cumulative_delay,actual_travel_time
8,8,2,0,2.0,15.88
19,7,1,0,2.4,26.53
4,14,3,2,0.8,7.91
18,16,1,1,1.4,27.57
11,9,3,0,1.0,21.24
14,15,3,2,1.5,26.34
18,18,2,0,2.1,34.36
16,11,3,0,0.6,20.1
3,7,2,0,1.5,5.09
15,14,0,0,1.5,20.05
4,20,1,0,1.0,4.9
5,12,2,0,19.5,24.99
17,15,5,0,0.2,20.59
7,10,6,0,3.1,13.02
16,12,1,1,0.6,24.54
14,19,6,0,5.5,29.8
16,9,5,1,7.4,41.97
7,18,4,0,1.5,13.88
9,21,5,2,5.2,20.68
4,21,0,0,0.9,6.13
11,15,4,2,0.5,19.07
2,18,4,1,1.1,5.84
12,20,3,0,1.3,14.64
12,12,5,0,1.5,17.34
4,7,3,0,1.4,5.45
18,12,5,2,1.6,30.94
7,20,4,0,3.7,12.78
1,9,3,0,0.8,4.08
13,9,6,0,0.1,22.66
6,6,1,0,2.0,9.4
6,17,5,0,1.8,13.59
12,8,5,2,0.2,28.78
8,10,3,0,0.4,14.14
19,10,5,2,2.1,49.64
5,7,4,0,0.8,7.42
18,9,3,0,6.3,36.21
5,6,3,0,0.6,7.4
10,20,2,1,0.1,15.18
1,14,6,0,1.8,1.26
10,6,6,0,12.8,23.55
5,11,2,0,3.0,9.17
12,12,4,0,1.3,16.11
7,8,1,1,0.1,15.67
9,17,5,0,2.0,19.25
12,20,0,0,0.7,17.09
1,6,5,0,3.1,4.63
11,12,0,0,2.6,15.4
15,8,6,0,0.9,27.41
2,18,4,0,0.2,3.72
7,15,1,0,4.2,12.72
12,17,1,0,2.6,24.15
18,17,1,0,5.5,37.87
3,11,2,0,0.9,4.21
7,18,4,0,3.2,15.85
11,17,0,0,0.4,20.61
18,19,1,0,1.0,32.12
12,11,4,0,3.2,18.37
6,19,5,1,5.2,19.62
5,21,0,0,1.2,6.07
1,17,6,0,4.8,6.61
12,9,2,0,3.4,24.24
11,17,3,0,1.3,21.59
4,16,0,1,6.3,12.08
18,11,6,0,2.1,23.41
4,16,6,0,3.1,8.36
17,15,6,0,2.1,23.41
2,9,5,1,1.8,6.02
2,21,0,2,5.7,10.47
12,20,0,0,1.0,15.28
6,18,3,1,0.1,12.29
10,13,1,0,6.4,18.34
16,14,5,0,5.2,24.61
14,7,6,0,1.4,19.19
7,12,3,0,0.6,7.54
19,14,0,0,3.4,26.51
17,14,5,1,0.2,26.31
9,17,2,0,1.7,15.88
13,10,0,0,0.3,21.73
5,6,2,0,2.7,9.52
5,11,4,0,0.1,5.3
10,20,2,0,3.0,15.65
10,21,0,0,3.4,14.75
7,13,3,0,2.0,10.76
15,6,0,0,0.6,19.09
7,7,0,0,0.3,9.85
15,18,4,0,1.1,25.83
3,18,6,0,1.9,7.64
19,21,1,0,3.1,24.81
10,6,0,0,0.0,11.61
15,10,4,0,3.7,31.74
3,7,3,0,3.7,6.54
6,21,4,1,1.8,11.52
12,20,4,1,1.3,19.86
15,15,2,1,5.5,27.37
6,15,1,0,4.6,12.46
13,19,1,0,12.3,34.07
19,9,5,0,1.4,34.18
3,6,6,0,7.1,10.69
8,12,3,0,0.3,11.4
8,13,5,1,1.6,13.31
15,10,6,0,1.9,28.14
4,7,6,0,1.7,6.01
19,13,4,0,2.9,25.74
3,6,3,0,0.6,3.88
13,20,6,0,6.0,22.05
8,12,3,0,2.4,12.18
16,6,1,0,7.0,27.52
13,17,1,1,0.0,28.61
3,11,1,0,3.0,6.13
16,18,0,1,1.6,35.88
9,11,4,0,2.1,12.84
14,20,3,0,4.1,21.26
13,10,4,0,0.8,24.7
7,20,6,2,0.7,11.05
15,7,3,0,3.6,21.79
7,7,3,0,2.2,9.48
6,14,5,0,0.8,7.3
2,10,3,0,2.0,5.5
9,10,3,0,1.8,17.4
17,12,2,1,3.5,27.41
5,11,2,0,0.0,5.87
12,7,5,0,2.7,16.55
1,16,0,2,2.8,3.39
10,6,1,1,4.1,18.66
11,21,6,0,6.6,21.28
16,10,6,0,1.7,29.68
14,9,3,0,1.3,26.96
8,17,4,1,0.3,16.88
17,8,6,1,1.2,39.81
18,7,2,1,0.2,26.75
12,15,1,0,4.9,19.6
17,7,0,0,4.9,25.42
14,19,1,0,1.6,25.23
16,20,3,0,0.9,21.25
14,9,1,1,0.4,29.81
9,7,3,0,5.7,16.27
4,9,5,0,6.3,11.58
11,8,2,1,0.9,25.84
6,14,2,0,2.9,9.51
15,12,3,0,0.9,19.45
5,19,4,1,0.8,12.84
11,18,2,2,0.1,27.02
18,16,4,1,2.6,28.19
13,20,3,0,0.5,16.1
11,17,5,0,0.0,19.0
14,8,3,0,0.3,24.14
18,18,5,0,1.1,32.42
19,20,6,0,3.3,25.57
15,19,2,1,0.7,35.77
9,13,4,0,6.6,18.31
8,14,3,0,1.0,11.36
1,18,6,1,1.2,4.37
4,12,2,1,0.7,6.18
14,11,6,0,0.9,16.68
2,9,5,2,0.2,5.0
16,10,3,2,1.0,39.54
3,13,6,2,5.9,10.61
8,8,6,1,3.5,21.96
6,7,5,1,6.2,14.0
16,8,1,0,0.3,27.95
16,17,5,0,1.8,28.26
7,12,1,0,0.8,9.32
13,13,2,0,3.8,19.58
13,6,3,0,10.5,27.75
5,18,6,0,5.1,13.54
18,12,2,0,0.1,22.48
15,14,0,2,1.1,24.76
18,17,5,1,0.1,39.99
2,18,2,0,0.1,3.02
10,19,2,0,0.2,16.6
13,19,6,1,1.0,27.28
18,20,1,1,1.1,28.07
15,8,5,2,1.5,37.66
12,20,1,2,1.6,22.8
15,8,3,2,4.4,42.47
13,13,2,0,0.5,16.52
18,9,5,0,0.5,33.81
15,19,2,1,3.0,37.09
11,13,3,0,2.5,16.11
19,10,4,1,0.5,42.53
3,19,3,0,5.7,12.13
7,8,1,1,1.2,15.98
14,20,1,0,1.4,19.07
14,9,2,0,1.6,25.12
13,19,1,0,1.2,25.06
12,21,5,2,2.4,24.32
9,9,3,0,1.5,16.64
1,13,2,2,0.9,1.05
19,11,3,1,7.0,36.24
11,12,3,1,1.1,17.29
19,14,2,1,3.6,32.19
18,20,6,0,1.3,22.84
12,11,4,0,1.7,15.59
1,8,6,0,0.8,3.55
19,20,1,1,4.2,33.31
17,18,0,1,4.0,40.35
5,8,6,0,0.1,7.09
3,16,0,0,0.2,3.55
2,8,0,0,7.7,10.08
3,17,1,0,6.6,11.2
8,15,4,0,2.1,10.84
16,7,3,0,2.0,21.79
6,6,2,0,5.0,12.44
13,21,4,0,0.4,16.63
16,21,0,0,3.2,22.64
16,16,5,0,1.9,20.58
3,15,1,0,4.1,8.25
13,6,6,0,0.1,16.03
14,9,1,0,2.7,26.35
8,8,6,0,2.4,16.63
12,10,2,0,5.5,26.19
8,17,5,0,3.4,16.3
9,14,3,1,6.4,19.64
1,17,4,0,6.5,8.55
6,18,5,0,1.6,12.76
19,13,4,0,0.4,23.82
11,17,4,0,3.0,21.26
11,14,3,1,6.2,23.75
13,21,3,0,0.2,16.57
11,21,6,0,2.4,15.71
18,21,3,0,0.4,21.5
15,18,2,0,0.1,25.7
1,10,1,0,3.4,5.44
7,13,0,0,3.4,13.23
13,9,3,0,2.8,26.63
12,10,1,0,5.9,25.59
18,20,6,0,0.3,21.37
19,17,3,1,0.3,41.62
15,8,0,0,6.0,31.85
8,10,5,0,2.1,15.69
19,17,3,0,1.0,32.87
10,8,1,0,4.0,22.68
7,10,6,1,6.7,21.42
18,16,6,0,3.5,24.32
16,19,2,0,4.7,34.59
6,10,6,0,1.0,10.86
9,11,5,0,1.0,11.43
13,14,6,0,6.0,22.1
8,6,6,1,2.9,15.03
16,17,5,1,0.8,35.41
13,15,5,0,2.2,17.75
13,19,0,2,3.5,34.94
17,11,1,0,0.7,23.08
5,6,4,1,3.2,10.67
17,11,6,1,0.1,25.53
9,7,4,0,1.1,11.41
2,13,4,0,3.4,6.84
18,16,2,2,0.5,31.3
9,8,3,0,0.8,14.84
6,15,6,0,6.3,12.88
11,19,3,0,3.4,22.06
6,11,3,1,2.1,10.14
6,11,2,2,0.7,10.48
13,20,4,0,1.3,17.54
11,9,5,1,2.6,26.91
14,10,3,0,0.5,25.33
2,7,5,2,2.0,3.77
8,15,5,0,1.6,11.0
3,20,2,0,1.9,5.06
3,15,2,0,0.3,4.98
1,13,1,0,0.3,3.01
19,21,6,0,10.0,32.82
18,15,3,1,11.6,40.14
17,12,4,0,1.7,22.44
13,15,0,2,4.7,27.46
3,11,2,0,3.2,6.67
1,12,5,0,0.4,1.34
4,17,1,0,1.1,9.4
13,6,0,1,1.1,19.99
17,19,2,0,2.7,31.53
11,21,1,1,2.6,17.44
2,19,5,2,7.7,13.92
16,10,3,0,4.7,32.46
2,12,6,0,5.8,8.03
19,21,6,1,6.7,35.21
19,6,1,1,4.8,33.6
16,7,2,0,1.2,20.12
19,14,6,0,0.7,23.25
9,17,6,0,2.5,17.76
1,8,3,0,3.5,5.39
10,11,5,0,1.5,14.1
19,20,4,0,5.7,27.72
1,12,6,0,9.7,10.92
2,14,1,0,2.5,5.58
16,10,0,2,1.8,40.27
12,21,5,1,5.6,25.39
8,9,3,2,0.1,17.81
18,16,5,1,0.4,26.87
2,17,3,0,5.6,9.16
13,20,5,1,4.0,22.82
6,7,4,2,1.6,12.64
6,8,1,2,6.6,21.69
9,21,0,0,1.3,11.5
16,21,6,0,3.0,21.41
11,20,4,0,3.0,16.41
7,10,1,0,0.6,13.35
10,16,0,2,1.0,16.36
10,20,5,0,7.4,20.1
18,18,6,1,0.6,40.91
9,7,0,0,0.6,11.16
15,18,2,0,2.0,28.98
4,9,0,0,0.3,7.03
8,6,1,0,6.8,16.39
9,9,4,0,0.3,16.65
13,21,6,0,2.9,19.3
9,12,4,0,1.2,12.12
4,20,6,1,4.9,10.51
17,19,2,0,2.7,31.5
16,17,1,1,1.5,33.64
15,8,0,0,12.4,39.37
3,21,2,0,0.2,4.0
5,15,5,0,2.6,9.24
5,13,3,1,13.7,19.87
15,11,5,0,3.5,21.42
18,11,1,0,4.0,23.59
15,19,2,2,0.1,36.97
2,20,4,0,0.1,2.2
13,6,2,0,0.1,15.13
4,10,3,1,14.4,23.76
10,8,1,0,11.7,30.31
13,21,2,0,1.2,17.37
10,20,6,0,1.0,14.47
9,21,5,0,0.5,10.9
8,15,0,0,1.2,11.79
3,20,5,0,1.4,5.16
16,6,1,1,4.1,27.74
14,13,2,0,6.0,22.57
9,12,5,0,4.1,15.27
11,12,2,1,3.1,19.37
3,17,5,0,4.4,10.11
5,15,1,1,4.0,10.51
10,19,4,1,1.9,23.59
13,15,5,0,1.2,16.16
4,15,0,0,1.0,5.37
13,9,5,2,3.4,35.15
12,18,1,2,9.6,38.32
5,20,5,0,2.6,9.82
10,16,0,0,7.3,20.26
9,11,6,0,0.0,11.09
7,21,0,0,4.7,13.01
2,18,1,0,5.8,10.06
7,14,2,0,3.0,12.0
8,20,5,1,8.2,21.49
7,19,4,0,2.7,13.6
14,8,0,1,0.8,31.73
19,20,6,0,0.7,23.14
5,14,0,0,2.4,8.09
18,9,5,0,7.1,38.66
12,10,2,0,0.2,22.11
17,12,5,0,2.8,23.99
13,11,6,1,4.4,24.24
2,15,6,0,0.4,1.63
13,13,1,1,0.4,20.02
7,13,4,0,1.4,8.94
10,13,5,0,1.0,12.97
6,8,0,0,0.7,9.91
3,20,0,1,0.7,5.88
3,21,1,0,0.4,4.09
18,19,2,0,2.8,32.75
11,15,5,2,3.5,20.63
5,11,3,1,3.6,11.74
19,12,2,0,2.3,24.26
19,14,0,1,9.2,37.51
15,15,6,0,6.4,24.46
16,15,5,1,9.5,34.3
9,19,6,0,1.5,16.04
4,17,0,0,6.3,12.15
15,20,4,0,4.3,21.89
12,21,2,0,1.2,14.82
3,9,3,0,0.3,6.28
14,10,4,1,3.4,33.13
17,13,3,1,0.4,25.92
19,6,4,0,1.0,24.83
6,17,2,0,2.1,11.76
4,11,0,0,3.4,7.87
7,20,3,0,7.8,16.62
19,9,2,2,2.7,50.16
17,10,3,0,3.3,32.19
16,16,2,0,1.1,19.61
15,10,4,0,3.5,27.47
8,7,2,0,1.7,11.36
19,13,4,0,5.8,29.56
8,20,0,0,1.5,11.88
18,7,4,0,1.9,23.44
16,9,1,0,1.7,29.58
19,17,0,0,5.0,39.29
10,18,6,0,9.2,25.74
17,10,6,0,1.2,29.05
13,19,6,1,1.9,28.53
13,6,5,0,3.7,20.09
7,11,5,2,6.8,19.57
10,7,2,0,2.0,14.09
2,19,2,0,0.3,1.02
4,10,1,0,1.4,7.55
6,20,2,0,2.4,10.02
18,11,0,2,1.6,32.4
6,16,0,0,0.6,7.99
17,13,6,0,0.1,20.09
14,14,4,2,3.5,26.31
11,18,3,0,14.8,33.5
19,20,2,0,7.5,29.89
2,17,1,0,3.4,5.96
3,21,6,0,5.5,7.6
11,11,5,0,0.9,14.41
6,10,0,0,2.9,12.84
14,17,0,1,0.2,30.41
19,9,0,1,3.7,44.56
16,7,3,0,10.5,29.42
7,7,3,0,5.9,14.91
8,12,2,0,2.3,12.42
19,10,5,0,4.7,38.33
16,21,1,0,8.6,26.89
7,12,3,1,0.7,11.57
9,18,4,1,4.7,25.38
13,16,3,0,0.9,16.34
1,6,0,0,6.3,8.07
8,6,1,0,0.3,9.99
4,21,2,0,0.6,5.44
3,10,3,0,3.8,9.13
3,7,0,0,0.6,4.66
13,13,6,0,0.5,16.76
8,19,4,0,2.4,16.06
7,20,4,0,5.4,13.45
1,8,6,2,0.9,1.98
16,6,2,0,5.5,24.78
6,18,2,0,5.0,15.67
7,7,3,0,2.6,11.36
12,15,2,0,3.1,16.79
9,15,5,2,0.1,16.69
11,12,5,0,1.4,15.39
10,11,0,2,0.9,18.52
1,17,0,0,0.5,1.0
18,13,0,0,1.5,23.2
4,12,5,0,1.3,5.89
5,19,3,0,3.9,12.6
9,15,3,0,2.7,13.6
17,18,2,1,7.3,44.74
3,13,3,0,0.5,4.42
16,8,0,0,0.2,27.22
5,11,1,0,2.3,7.77
16,18,0,0,0.0,27.54
3,12,5,0,4.6,6.45
15,20,6,0,2.1,19.12
3,21,1,0,2.0,5.38
14,15,2,0,1.4,17.55
16,16,4,1,1.4,26.06
17,6,6,1,1.7,26.11
18,6,3,0,0.0,20.98
18,12,3,2,0.3,31.74
14,18,5,1,2.1,32.84
18,16,0,0,0.5,20.46
15,18,0,0,4.5,32.84
15,8,1,0,1.0,26.2
6,8,3,0,0.3,10.27
15,20,6,1,0.8,24.4
18,10,5,1,1.3,39.67
4,20,6,1,0.1,7.28
8,21,2,0,0.5,9.72
15,16,0,0,1.2,21.12
3,11,6,0,1.1,3.76
15,7,3,0,4.8,23.49
13,21,4,0,5.6,20.43
9,8,5,0,0.6,16.78
2,11,1,0,0.4,2.87
8,8,0,0,3.0,17.63
17,19,0,1,4.9,42.84
13,10,2,0,9.9,32.98
1,14,0,1,0.0,2.23
2,17,5,2,1.6,5.28
15,21,3,1,4.0,27.09
12,8,3,1,5.3,30.92
14,17,3,0,0.2,23.71
2,16,4,0,3.4,4.43
18,18,4,1,1.0,40.71
7,18,0,1,0.2,14.12
6,11,6,0,2.0,9.09
14,16,4,1,0.5,22.44
8,10,6,0,4.0,17.04
2,10,6,0,4.1,6.47
17,16,4,0,5.5,26.53
5,19,2,0,1.4,9.72
14,19,4,0,0.0,24.97
3,11,1,0,0.9,4.56
5,11,1,0,1.9,7.04
16,6,6,1,3.6,27.72
18,16,1,0,1.4,23.2
17,20,0,0,2.3,23.82
11,14,3,0,2.2,14.68
17,10,2,0,0.5,31.2
16,6,0,0,2.9,22.28
2,13,3,0,1.7,4.33
4,12,2,2,4.9,12.35
7,12,6,0,3.5,11.67
2,20,2,0,0.4,1.64
6,19,2,1,2.0,13.66
17,10,1,2,3.6,44.76
7,6,1,0,0.3,8.72
5,14,1,0,4.7,10.26
5,21,2,0,0.8,6.34
16,16,5,0,2.1,19.61
19,14,2,0,8.5,30.55
9,13,1,1,2.5,16.14
5,10,2,0,1.7,10.4
8,19,1,0,0.0,14.83
9,8,1,0,0.4,14.59
5,13,1,2,2.6,11.39
10,6,6,0,2.0,13.98
2,8,6,0,1.4,6.17
9,17,5,0,7.7,23.85
11,16,3,0,1.2,13.81
4,12,2,1,2.3,7.86
2,19,0,0,2.5,5.67
6,20,1,0,2.2,8.76
14,9,5,0,1.9,25.42
1,12,0,1,1.2,3.05
18,17,6,0,7.2,37.85
7,16,3,2,1.8,14.89
1,18,2,0,2.3,3.76
1,19,6,0,3.2,4.91
1,10,5,0,0.2,1.41
4,11,1,0,4.6,10.34
4,21,1,1,2.2,8.94
18,19,1,1,3.2,41.81
11,12,5,0,4.4,18.33
1,20,6,0,6.2,7.69
10,18,0,0,1.5,18.35
9,15,3,2,5.0,19.49
4,21,2,0,0.9,6.45
6,17,3,0,3.2,14.39
16,12,6,0,0.3,19.46
2,21,1,0,0.1,2.82
18,12,3,1,0.3,26.43
10,12,0,1,1.2,16.21
17,16,4,0,0.1,21.28
13,18,6,0,3.0,26.35
18,18,4,0,1.1,32.28
13,12,2,2,4.0,24.95
17,8,2,0,0.1,28.69
5,20,3,0,0.7,6.88
11,17,2,0,1.6,19.79
7,8,6,0,1.4,15.4
10,12,5,0,0.4,12.98
17,19,0,0,15.4,44.96
15,7,1,1,1.0,24.61
18,19,1,0,3.8,34.48
19,7,3,0,0.7,23.98
2,8,1,0,6.3,9.73
4,19,3,0,1.5,8.53
3,9,2,0,6.9,11.49
7,21,2,0,1.3,9.48
18,11,5,0,0.0,20.59
10,18,5,0,2.2,18.76
7,13,0,0,2.2,10.23
8,21,1,0,0.4,9.82
6,15,6,1,0.8,9.22
1,15,5,0,4.6,5.88
4,12,0,0,0.1,5.66
14,9,4,0,2.0,26.33
17,7,5,0,2.3,23.19
18,7,0,1,3.5,30.88
11,20,3,0,0.1,12.24
14,9,3,1,2.6,33.74
9,11,0,0,0.0,10.04
15,8,2,1,0.9,33.62
12,11,4,2,2.1,22.12
10,10,0,0,7.3,25.21
19,10,5,1,0.4,40.76
19,7,2,0,0.6,23.92
6,13,0,2,3.3,13.91
6,10,1,1,1.4,13.53
8,16,5,2,2.9,16.49
1,7,5,0,17.9,18.62
17,12,3,1,13.0,37.45
17,18,1,0,1.3,30.74
15,21,1,0,2.1,20.06
7,20,5,0,7.1,14.9
19,14,4,1,0.3,28.51
3,14,6,0,1.8,4.23
11,6,2,0,1.4,13.0
19,12,3,0,1.0,23.56
9,14,1,0,15.5,26.46
10,11,3,1,4.0,17.44
2,6,5,1,1.5,4.55
1,7,2,0,5.3,6.3
16,9,0,0,2.0,30.24
18,19,1,0,6.2,37.24
17,21,2,0,0.9,21.08
6,9,6,0,0.8,12.77
14,7,3,0,0.9,17.29
15,13,5,0,2.3,19.73
14,7,2,0,1.0,16.68
3,8,0,0,0.5,6.39
19,21,2,0,15.7,39.54
12,19,5,0,6.9,27.77
2,9,3,0,3.0,6.54
3,14,1,2,6.7,12.36
18,15,6,0,8.2,31.04
1,6,6,0,3.4,4.26
6,13,1,0,2.2,8.99
5,17,4,1,6.4,17.16
1,20,3,1,2.5,5.0
19,19,6,1,0.4,40.85
1,10,4,0,1.4,4.07
16,12,4,0,1.8,20.97
12,21,5,1,8.2,27.46
8,13,5,0,3.2,12.91
16,20,5,1,6.2,30.15
1,10,0,0,4.3,6.42
4,21,3,0,1.1,7.19
10,13,1,1,3.8,21.37
11,15,3,0,0.7,14.27
17,16,5,0,1.6,22.75
7,13,0,0,4.9,13.45
12,14,3,1,2.8,20.07
7,7,3,0,5.2,12.2
12,8,4,0,0.9,22.19
15,6,3,0,4.2,22.96
2,9,4,2,0.7,6.56
14,20,4,2,2.4,24.94
13,20,2,0,1.7,17.49
4,10,5,0,2.4,8.3
14,16,6,0,0.4,17.29
14,6,0,0,1.3,18.44
16,13,4,1,3.3,28.86
7,7,3,0,2.5,9.88
19,6,4,0,2.4,24.84
2,7,4,0,2.1,4.75
10,20,4,0,8.6,20.46
18,18,1,0,8.2,39.01
17,21,6,0,1.3,21.33
5,10,6,1,1.3,12.24
12,14,1,0,2.4,15.84
6,14,1,0,0.3,7.22
9,7,1,0,1.1,11.67
1,7,6,2,0.8,1.37
15,8,2,0,0.8,26.16
6,12,4,2,3.1,14.28
19,16,2,1,1.5,30.71
18,8,3,1,0.6,39.62
6,6,6,0,6.6,14.65
13,19,5,0,6.2,28.02
1,19,6,0,6.0,8.15
13,19,0,0,1.5,24.34
7,11,2,2,0.2,12.55
15,8,1,0,0.3,26.86
12,6,1,0,1.0,16.35
1,19,3,0,0.7,3.98
15,21,4,1,6.2,28.95
4,18,0,0,12.9,19.7
13,9,2,0,5.1,28.02
5,18,4,0,3.9,12.07
2,6,4,1,2.7,5.65
1,6,5,0,4.4,5.22
16,17,5,0,8.8,37.33
6,7,2,0,2.8,10.39
16,15,2,2,0.5,26.65
14,13,2,0,0.5,17.58
3,7,2,1,2.6,7.2
15,16,1,0,1.2,20.03
3,7,6,0,7.2,11.11
2,20,6,0,2.8,4.25
1,16,4,0,3.4,3.96
9,16,6,0,0.0,10.92
9,21,4,0,2.1,13.12
7,15,1,0,1.7,9.27
3,15,6,0,3.7,7.13
18,13,4,0,1.4,23.81
11,17,2,1,11.3,35.19
7,11,0,1,3.3,12.62
9,21,6,0,3.2,13.75
1,17,5,0,7.6,10.2
14,16,5,1,16.0,37.44
6,9,4,1,0.7,14.41
7,8,0,2,5.0,22.27
10,6,5,0,0.5,13.04
7,16,6,0,1.8,9.17
2,8,0,0,0.3,4.24
4,17,1,0,2.9,9.63
17,19,3,0,1.9,30.09
1,14,4,0,3.0,5.1
10,10,1,0,3.4,20.89
19,18,1,0,2.9,37.59
15,11,0,0,1.0,19.29
10,10,4,0,5.4,22.8
19,6,1,1,2.4,29.14
12,15,2,1,2.0,21.58
16,6,1,0,13.0,31.81
9,9,2,2,1.0,21.75
15,21,3,0,2.3,19.16
17,20,2,0,3.4,23.94
14,8,2,2,0.4,33.76
18,16,0,0,1.3,23.53
2,13,1,0,4.9,7.41
4,17,3,0,0.8,7.29
18,17,1,0,2.0,33.61
7,12,6,0,3.0,12.79
13,20,6,0,3.3,17.74
15,16,2,0,3.9,20.97
1,20,5,1,6.0,7.18
11,12,2,0,1.5,15.14
10,20,1,0,3.7,15.38
5,13,3,0,4.0,11.29
16,19,5,1,1.1,35.46
11,15,3,1,10.3,28.0
6,12,0,1,6.0,13.48
9,15,2,0,1.0,10.77
13,7,2,0,3.4,19.52
8,9,6,0,3.8,17.47
14,20,0,0,1.7,18.6
1,16,6,0,6.0,6.57
17,11,1,2,3.5,33.14
5,8,2,0,3.2,12.04
2,20,1,2,0.7,2.86
9,8,3,0,1.6,17.24
4,20,5,2,1.7,7.61
17,11,5,0,4.0,23.93
17,6,5,2,2.9,32.09
18,19,6,0,0.3,33.01
16,21,4,2,1.1,28.87
8,6,0,0,1.9,9.85
11,10,5,0,4.0,22.39
18,6,2,0,4.1,26.76
10,15,0,0,2.0,14.88
13,13,3,0,0.4,16.29
17,7,3,2,1.0,29.9
18,21,6,0,0.9,22.26
10,11,3,1,4.6,19.22
16,15,3,0,0.6,19.83
5,15,4,0,1.9,6.49
13,10,1,0,3.3,25.94
18,15,1,1,10.0,35.66
17,17,5,0,21.5,50.91
9,17,4,0,9.2,24.92
14,9,6,0,3.8,27.78
17,6,1,0,4.1,25.03
4,19,6,0,4.3,10.19
18,19,6,0,6.0,37.78
15,8,3,0,9.1,36.51
11,18,1,0,1.8,20.68
12,17,0,1,1.6,28.77
9,9,5,0,1.9,18.16
13,7,1,1,3.2,22.71
15,17,0,0,4.5,29.2
15,7,2,0,6.1,23.6
5,7,0,0,1.8,7.27
19,16,0,0,1.4,24.29
14,6,3,0,12.3,29.23
17,15,3,0,0.8,21.52
18,7,5,0,0.8,21.81
3,11,3,0,3.8,6.55
2,8,0,0,0.6,5.25
1,15,4,0,1.5,2.39
10,10,3,1,1.0,22.83
19,6,3,1,0.6,28.12
17,13,0,0,2.6,23.01
12,18,2,1,1.4,27.14
1,9,2,2,1.9,5.39
12,14,1,0,0.7,14.82
17,9,5,0,4.4,33.79
3,19,2,2,1.1,7.83
11,20,3,0,1.3,12.86
17,20,4,0,0.9,22.14
3,20,1,0,1.7,4.99
8,7,5,1,1.9,13.99
4,8,4,2,2.3,13.31
7,10,4,0,10.3,22.18
14,17,3,2,7.1,41.6
14,15,0,0,2.8,21.04
4,20,0,0,0.1,6.48
16,18,0,0,2.8,30.01
1,18,2,2,0.3,4.02
17,19,0,0,3.7,32.31
10,11,5,0,1.5,13.2
16,12,3,0,5.5,24.07
16,9,2,0,8.6,37.35
8,12,5,0,1.6,12.15
7,20,0,0,1.9,10.84
6,15,5,2,2.7,13.46
16,8,4,0,0.7,28.81
16,12,3,0,7.9,27.32
7,9,3,0,1.7,14.62
9,18,5,0,0.5,15.73
14,18,1,0,4.3,28.02
11,13,3,1,0.7,17.08
14,14,4,0,0.5,16.88
7,12,3,1,2.5,14.4
1,13,1,1,3.3,4.76
13,13,3,0,2.5,18.43
3,7,6,0,3.2,6.16
4,14,3,0,0.4,5.65
11,11,1,0,1.9,15.82
2,16,6,0,1.3,4.47
14,9,6,0,10.9,33.18
12,20,3,0,0.2,13.98
17,10,5,2,1.1,43.31
12,15,2,0,8.5,22.79
12,10,6,0,12.3,32.68
1,12,5,0,5.2,4.89
13,19,3,0,0.2,22.66
14,14,0,0,2.5,19.84
2,12,0,2,1.5,4.53
12,14,2,1,4.9,22.89
16,9,6,0,0.2,28.45
4,15,3,0,0.7,5.11
8,19,4,0,2.0,15.69
2,15,6,0,0.5,3.54
10,9,3,1,3.5,25.88
9,11,0,2,5.2,19.49
15,13,1,0,3.7,21.57
13,19,2,0,1.7,22.67
17,14,1,0,6.3,27.08
16,6,4,0,0.4,18.68
2,6,3,0,0.9,3.9
14,18,4,0,2.0,25.17
3,13,1,0,0.2,3.48
12,16,3,0,0.3,15.28
8,12,6,0,1.5,12.04
2,14,5,0,8.6,12.2
4,16,5,0,7.2,12.1
14,8,6,0,1.9,26.63
16,15,4,0,0.5,20.41
19,17,5,2,0.6,45.88
2,10,5,0,1.4,4.2
12,8,0,2,0.7,30.87
14,20,5,0,0.3,17.54
6,10,0,0,3.4,13.92
13,15,2,0,2.6,19.24
4,6,0,0,1.0,5.49
18,19,0,0,4.5,35.27
12,16,1,1,4.5,22.07
19,9,0,0,2.0,34.18
8,11,0,0,0.3,10.04
7,7,1,0,7.5,15.05
16,18,0,0,3.3,31.16
19,12,5,2,0.9,32.86
6,13,6,1,2.8,11.66
11,6,0,0,1.6,14.65
5,18,2,0,3.0,11.5
16,9,0,0,1.9,30.16
7,16,0,2,2.0,15.33
5,9,2,0,4.0,12.77
11,18,6,1,2.9,26.23
15,10,1,0,0.2,26.34
3,19,5,2,0.2,8.85
5,17,6,0,1.1,11.3
5,17,0,0,1.7,10.34
9,9,5,0,1.0,17.28
15,14,4,2,3.2,29.07
3,12,5,2,0.7,5.85
6,18,1,1,3.7,17.09
17,7,1,1,4.5,29.42
8,6,6,0,0.4,9.64
11,14,0,1,3.2,20.51
6,6,2,1,9.8,18.86
8,11,1,0,0.6,9.5
10,21,2,0,7.2,19.15
3,20,6,0,2.8,5.73
14,20,6,0,2.7,19.91
14,7,4,1,0.2,19.52
10,21,2,0,4.1,16.52
12,9,6,0,2.0,23.11
6,11,6,0,3.8,10.65
12,10,6,0,5.0,27.33
14,21,3,0,2.2,19.8
2,16,6,2,0.9,4.84
9,11,6,0,0.5,12.75
10,8,2,1,0.5,20.87
17,10,1,0,6.1,35.05
17,7,2,2,0.4,27.98
3,12,2,0,1.5,5.09
19,8,3,0,1.2,34.84
1,6,3,0,6.0,6.58
